acc,biosample,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,platform,instrument,bioproject,avgspotlen,mbases,collection_date_sam
SRR8555117,SAMN10908417,Ecuador,South America,ILLUMINA,Illumina HiSeq 2000,PRJNA486009,293,2719,2015-09-21
SRR3993023,SAMN05414952,Mongolia,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA328899,297,9066,2010-10-01
SRR3313069,SAMN04571724,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA289586,167,3811,2012-09-20
SRR10499673,SAMN13292836,Bulgaria,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,9246,
ERR11029264,SAMEA112796055,Latvia,Europe,DNBSEQ,DNBSEQ-G400,PRJEB60097,300,6402,
SRR19238539,SAMN21192456,Singapore,Asia,ILLUMINA,Illumina HiSeq 2500,PRJNA726032,502,4305,
SRR1145935,SAMN01779948,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2000,PRJNA63661,202,655,
SRR15343482,SAMN20566223,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,290,1903,2018-03-01
SRR24307416,SAMN34376113,Belgium,Europe,ILLUMINA,Illumina HiSeq X,PRJNA961974,302,510,2022-05-01
SRR10499457,SAMN13292922,Serbia,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,9258,
SRR13061008,SAMN16796188,South Korea,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA678426,302,25642,
SRR17049028,SAMN16797080,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,281,4644,2018-09-22
SRR24307410,SAMN34376118,Belgium,Europe,ILLUMINA,Illumina HiSeq X,PRJNA961974,302,813,2022-05-01
ERR7738583,SAMEA4969197,Nepal,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJEB49206,275,32890,
ERR10077750,SAMEA110645779,Taiwan,Asia,ILLUMINA,HiSeq X Ten,PRJEB55366,302,12561,2018-08-18
ERR3053463,SAMEA5216059,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,543,1016,
SRR10499483,SAMN13293029,Serbia,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7103,
ERR10960923,SAMEA112710970,Kenya,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJEB52748,297,9458,
SRR17048918,SAMN16797028,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,277,2224,2017-10-04
SRR7227976,SAMN09272219,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA473348,283,3644,2016-03-18
SRR9988184,SAMN12583229,Ecuador,South America,ILLUMINA,Illumina HiSeq 2000,PRJNA486009,294,2635,2014-09-16
SRR14000537,SAMN18353424,France,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA715586,245,4418,
SRR18191116,SAMN26340398,Hungary,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA811494,295,7243,2019-01-30
ERR4369821,SAMEA7082360,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,283,3765,
ERR912133,SAMEA3449328,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 2000,PRJEB9576,195,7162,
ERR3053397,SAMEA5216171,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,551,1301,
SRR10499640,SAMN13292739,Bulgaria,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,8668,
SRR13378617,SAMN17250452,Burkina Faso,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJNA690543,302,6567,2017-08-01
SRR1161262,SAMN01779853,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2000,PRJNA63661,202,274,
SRR10499513,SAMN13293016,Serbia,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,10162,
SRR12887163,SAMN16339634,Czech Republic,Europe,ILLUMINA,Illumina HiSeq 1500,PRJNA666684,300,113948,
SRR13318514,SAMN17170063,Poland,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJNA688164,302,43359,2013-11-16
ERR3053387,SAMEA5216162,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,552,1093,
SRR7228028,SAMN09272158,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA473348,284,3434,2016-03-24
SRR10499741,SAMN13292809,Romania,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7475,
SRR5575605,SAMN06909363,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA379120,297,3124,2015-06-19
SRR24307466,SAMN34376090,Belgium,Europe,ILLUMINA,Illumina HiSeq X,PRJNA961974,302,453,2022-05-01
ERR10960857,SAMEA112710904,Kenya,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJEB52748,300,10143,
SRR1160078,SAMN00991571,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2000,PRJNA63661,202,1635,
SRR18191122,SAMN26340394,Hungary,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA811494,291,6801,2019-02-06
ERR1728721,SAMEA4545283,Kazakhstan,Asia,ILLUMINA,Illumina HiSeq 2000,PRJEB17632,73,94,2015-04-28
ERR3053469,SAMEA5216064,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,562,693,
SRR15343566,SAMN20566137,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,293,1876,2018-03-01
SRR3992980,SAMN05414913,Mongolia,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA328899,284,7246,2013-06-01
SRR7227935,SAMN09272252,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA473348,284,5089,2016-10-19
ERR2619709,SAMEA4719762,Cameroon,Africa,ILLUMINA,Illumina HiSeq 2000,PRJEB27005,202,6419,2013-10-01
SRR10499702,SAMN13292771,Romania,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,5256,
SRR5275466,SAMN06328431,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2500,PRJNA373901,250,7918,2013-01-11
ERR7738545,SAMEA4969132,Nepal,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJEB49206,273,28534,
SRR6060202,SAMN07688535,Indonesia,Asia,ILLUMINA,Illumina HiSeq 2000,PRJNA407815,195,17009,
SRR18191128,SAMN26340334,Hungary,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA811494,295,8826,2018-05-09
ERR3053341,SAMEA5216115,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,531,1315,
ERR4467209,SAMEA7082426,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,289,14737,
SRR10499682,SAMN13292828,Bulgaria,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,5547,
SRR10499403,SAMN13292942,Serbia,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7229,
SRR13378626,SAMN17250444,Burkina Faso,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJNA690543,302,6627,2017-08-01
SRR24032937,SAMN33944873,Kazakhstan,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJNA949528,300,7917,2021-08-12
ERR2619761,SAMEA4719814,Cameroon,Africa,ILLUMINA,Illumina HiSeq 2000,PRJEB27005,202,4114,2013-10-01
ERR7738513,SAMEA4969193,Nepal,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJEB49206,274,28803,
ERR11029031,SAMEA112671334,Latvia,Europe,DNBSEQ,DNBSEQ-G400,PRJEB60097,300,7542,
SRR10499592,SAMN13292996,Serbia,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,5966,
ERR1729042,SAMEA4545344,Kazakhstan,Asia,ILLUMINA,Illumina HiSeq 2000,PRJEB17632,75,96,2014-11-06
ERR2619759,SAMEA4719812,Cameroon,Africa,ILLUMINA,Illumina HiSeq 2000,PRJEB27005,202,4542,2013-10-01
ERR10149269,SAMEA111279344,South Korea,Asia,ILLUMINA,Illumina HiSeq 4000,PRJEB55713,302,6115,2020-04-03
SRR10499422,SAMN13292940,Serbia,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,8264,
SRR17048924,SAMN16797023,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,264,2633,2017-10-09
SRR6060213,SAMN07688530,Indonesia,Asia,ILLUMINA,Illumina HiSeq 2000,PRJNA407815,196,16122,
SRR10499545,SAMN13293002,Romania,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,8898,
ERR4372195,SAMEA7082377,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,291,5504,
SRR14000582,SAMN18353412,France,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA715586,246,4417,
SRR17049007,SAMN16797099,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,250,913,2017-10-01
SRR8114114,SAMN09837351,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA289586,234,9946,2014-03-19
SRR3992986,SAMN05414919,Mongolia,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA328899,294,6828,2013-06-01
SRR17049038,SAMN16797071,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,279,2133,2018-09-30
SRR10499447,SAMN13293047,Serbia,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,6187,
SRR17048984,SAMN16797120,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,240,1064,2017-10-01
SRR18191123,SAMN26340393,Hungary,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA811494,292,8560,2019-02-18
ERR6275663,SAMEA8072304,United Kingdom,Europe,ILLUMINA,unspecified,PRJEB43119,300,9575,2019-07-07
SRR1145929,SAMN01041718,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2000,PRJNA63661,202,485,
SRR6060217,SAMN07688543,Liberia,Africa,ILLUMINA,Illumina HiSeq 2000,PRJNA407815,200,4141,
SRR17049029,SAMN16797079,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,277,2159,2018-10-07
SRR9988210,SAMN12583218,Ecuador,South America,ILLUMINA,Illumina HiSeq 2000,PRJNA486009,294,2035,2014-09-23
ERR2619763,SAMEA4719816,Cameroon,Africa,ILLUMINA,Illumina HiSeq 2000,PRJEB27005,202,6065,2013-10-01
SRR10499552,SAMN13292881,Serbia,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7411,
SRR7228032,SAMN09272154,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA473348,286,3566,2015-12-07
SRR10499688,SAMN13292967,Romania,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7589,
SRR15343508,SAMN20566187,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,291,1902,2018-03-01
ERR6279668,SAMEA8072198,United Kingdom,Europe,ILLUMINA,unspecified,PRJEB43119,299,2417,2019-09-18
ERR7745884,SAMEA4969179,Nepal,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJEB49206,278,31138,
ERR7738575,SAMEA4969195,Nepal,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJEB49206,278,31035,
SRR1161228,SAMN01041781,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2000,PRJNA63661,202,716,
SRR9696345,SAMN12288743,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA289586,227,10715,2016-06-01
SRR17048919,SAMN16796974,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,253,809,2017-09-04
ERR3015714,SAMEA5192850,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 2500,PRJEB30307,502,6176,2017-01-23
SRR7227986,SAMN09272210,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA473348,287,1306,2016-08-23
SRR15343495,SAMN20566211,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,290,1726,2018-03-01
ERR1729383,SAMEA4545441,Kazakhstan,Asia,ILLUMINA,Illumina HiSeq 2000,PRJEB17632,74,78,2015-04-28
ERR3053395,SAMEA5216169,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,525,1321,
ERR4371997,SAMEA7082375,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,229,15550,
ERR6279647,SAMEA8072227,United Kingdom,Europe,ILLUMINA,unspecified,PRJEB43119,295,9823,2016-02-17
SRR10499703,SAMN13292770,Romania,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,6373,
SRR17048960,SAMN16796990,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,266,2265,2017-09-13
SRR8555089,SAMN10908404,Ecuador,South America,ILLUMINA,Illumina HiSeq 2000,PRJNA486009,295,2641,2014-09-18
SRR10499710,SAMN13292763,Romania,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,6687,
ERR1729190,SAMEA4545353,Kazakhstan,Asia,ILLUMINA,Illumina HiSeq 2000,PRJEB17632,75,76,2015-02-04
ERR10960927,SAMEA112710974,Kenya,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJEB52748,298,10897,
ERR3053347,SAMEA5216120,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,474,1874,
ERR4372672,SAMEA7082384,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,288,14492,
SRR12817619,SAMN16428217,Luxembourg,Europe,ILLUMINA,NextSeq 500,PRJNA595749,269,3341,2015-08-27
SRR18191164,SAMN26340363,Hungary,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA811494,292,5764,2019-01-22
SRR7227981,SAMN09272218,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA473348,280,1770,2016-04-08
SRR15343463,SAMN20566240,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,290,2031,2018-03-01
SRR18191197,SAMN26340328,Hungary,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA811494,295,7447,2018-05-02
DRR070920,SAMD00046802,Thailand,Asia,ILLUMINA,Illumina HiSeq 2500,PRJDB4525,300,6946,2011-02-01
ERR10149252,SAMEA111279327,South Korea,Asia,ILLUMINA,Illumina HiSeq 4000,PRJEB55713,301,5613,2020-03-17
SRR8555090,SAMN10908401,Ecuador,South America,ILLUMINA,Illumina HiSeq 2000,PRJNA486009,293,1904,2014-09-04
ERR6618705,SAMEA9561656,Austria,Europe,ILLUMINA,unspecified,PRJEB47061,302,6824,2012-06-01
SRR18191117,SAMN26340404,Hungary,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA811494,294,8277,2018-10-11
ERR10149251,SAMEA111279326,South Korea,Asia,ILLUMINA,Illumina HiSeq 4000,PRJEB55713,301,7630,2020-03-17
SRR10499410,SAMN13292752,Poland,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,8809,
SRR12817620,SAMN16428216,Luxembourg,Europe,ILLUMINA,NextSeq 500,PRJNA595749,271,5081,2015-07-28
SRR13867078,SAMN18172231,United Kingdom,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJNA707065,266,7114,
SRR15343435,SAMN20566265,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,288,1744,2018-03-01
SRR24307457,SAMN34376098,Belgium,Europe,ILLUMINA,Illumina HiSeq X,PRJNA961974,302,858,2022-05-01
SRR17048902,SAMN16797043,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,256,3241,2017-10-12
SRR13378583,SAMN17250483,Burkina Faso,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJNA690543,302,8269,2017-08-01
ERR912136,SAMEA3449331,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 2000,PRJEB9576,194,8725,
ERR6632060,SAMEA9561714,Austria,Europe,ILLUMINA,unspecified,PRJEB47061,302,8382,2012-06-01
SRR1765606,SAMN03287435,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,857,
ERR3053416,SAMEA5216189,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,500,1664,
SRR14000564,SAMN18353458,France,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA715586,245,4417,
SRR17048888,SAMN16797056,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,283,4439,2018-09-21
ERR1728517,SAMEA4545428,Kazakhstan,Asia,ILLUMINA,Illumina HiSeq 2000,PRJEB17632,80,100,2014-11-13
SRR17319373,SAMN24344469,France,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJNA791751,300,4953,2017-03-20
SRR17048928,SAMN16797019,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,270,2597,2017-10-04
SRR17048987,SAMN16796983,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,252,888,2017-09-07
SRR10499606,SAMN13292800,Poland,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,6868,
SRR17049039,SAMN16797070,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,276,2057,2018-09-24
ERR3053477,SAMEA5216014,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,415,1011,
SRR10499454,SAMN13292925,Bulgaria,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,6799,
SRR17048926,SAMN16797021,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,275,1773,2017-10-02
ERR11029229,SAMEA112796020,Latvia,Europe,DNBSEQ,DNBSEQ-G400,PRJEB60097,300,6802,
SRR1160083,SAMN01112480,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2000,PRJNA63661,202,732,
SRR13061046,SAMN16796150,South Korea,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA678426,302,57859,
SRR13378550,SAMN17250513,Burkina Faso,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJNA690543,302,11279,2017-08-01
ERR10960938,SAMEA112710985,Kenya,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJEB52748,299,9687,
SRR8114116,SAMN09837353,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA289586,223,4989,2014-03-26
ERR6281751,SAMEA8072164,United Kingdom,Europe,ILLUMINA,unspecified,PRJEB43119,290,11100,2018-09-21
ERR11029040,SAMEA112671342,Latvia,Europe,DNBSEQ,DNBSEQ-G400,PRJEB60097,300,7219,
SRR3992997,SAMN05414929,Mongolia,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA328899,292,10373,2013-06-01
SRR15343449,SAMN20566253,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,293,2062,2018-03-01
ERR10960893,SAMEA112710940,Kenya,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJEB52748,298,12431,
SRR3993016,SAMN05414946,Mongolia,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA328899,295,8657,2010-10-01
SRR14000533,SAMN18353428,France,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA715586,245,4371,
SRR21869847,SAMN31248782,Poland,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJNA885289,200,1953,2020-01-17
ERR10960872,SAMEA112710919,Kenya,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJEB52748,299,9491,
SRR15343430,SAMN20566270,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,288,1772,2018-03-01
SRR14000517,SAMN18353442,France,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA715586,245,4542,
SRR7227941,SAMN09272247,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA473348,283,3678,2015-10-09
ERR1729142,SAMEA4545313,Kazakhstan,Asia,ILLUMINA,Illumina HiSeq 2000,PRJEB17632,81,83,2015-02-04
SRR17049002,SAMN16797104,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,243,1050,2017-10-01
SRR21869927,SAMN31248809,Poland,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJNA885289,200,3546,2020-04-27
SRR14000549,SAMN18353409,France,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA715586,246,4291,
SRR12887157,SAMN16339640,Czech Republic,Europe,ILLUMINA,Illumina HiSeq 1500,PRJNA666684,300,109281,
ERR6618717,SAMEA9561671,Austria,Europe,ILLUMINA,unspecified,PRJEB47061,302,6675,2012-06-01
ERR4467245,SAMEA7082427,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,285,15858,
SRR10499461,SAMN13292919,Hungary,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7197,
SRR10499637,SAMN13292984,Romania,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7258,
SRR24307452,SAMN34376103,Belgium,Europe,ILLUMINA,Illumina HiSeq X,PRJNA961974,302,900,2022-05-01
ERR6279675,SAMEA8072190,United Kingdom,Europe,ILLUMINA,unspecified,PRJEB43119,298,5244,2019-07-22
SRR10499462,SAMN13292918,Serbia,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7029,
SRR15343509,SAMN20566186,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,294,1789,2018-03-01
SRR10499731,SAMN13292812,Romania,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,6230,
ERR11029243,SAMEA112796034,Latvia,Europe,DNBSEQ,DNBSEQ-G400,PRJEB60097,300,5414,
SRR21869914,SAMN31248821,Poland,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJNA885289,200,5935,2020-02-21
SRR13569449,SAMN17100108,Romania,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJNA685914,297,1776,2017-05-15
SRR15343468,SAMN20566235,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,286,1853,2018-03-01
SRR1765590,SAMN03287432,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,281,
SRR18191158,SAMN26340367,Hungary,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA811494,295,6467,2019-02-15
ERR1728560,SAMEA4545363,Kazakhstan,Asia,ILLUMINA,Illumina HiSeq 2000,PRJEB17632,74,80,2015-02-04
ERR7738548,SAMEA4969177,Nepal,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJEB49206,278,29123,
SRR8555108,SAMN10908430,Ecuador,South America,ILLUMINA,Illumina HiSeq 2000,PRJNA486009,295,1428,2015-06-17
SRR10499742,SAMN13292808,Hungary,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7887,
SRR13060965,SAMN16796227,South Korea,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA678426,302,29067,
SRR5831612,SAMN07357504,Mali,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA394687,297,51195,2009-10-24
ERR3015729,SAMEA5192865,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 2500,PRJEB30307,502,5079,2017-01-23
SRR5275463,SAMN06328441,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2500,PRJNA373901,250,3028,2013-03-13
SRR12817622,SAMN16428234,Luxembourg,Europe,ILLUMINA,NextSeq 500,PRJNA595749,271,6827,2016-07-27
ERR3053346,SAMEA5216119,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,502,1651,
SRR1765302,SAMN03287435,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,855,
ERR4373217,SAMEA7082388,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,292,9125,
SRR13378546,SAMN17250436,Burkina Faso,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJNA690543,302,6497,2017-08-01
SRR7228011,SAMN09272192,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA473348,289,2343,2016-09-19
ERR6279658,SAMEA8072207,United Kingdom,Europe,ILLUMINA,unspecified,PRJEB43119,300,1703,2019-11-09
SRR17049006,SAMN16797100,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,243,803,2017-10-01
ERR6281448,SAMEA8072171,United Kingdom,Europe,ILLUMINA,unspecified,PRJEB43119,297,11054,2018-12-07
ERR10085001,SAMEA110645784,Taiwan,Asia,ILLUMINA,HiSeq X Ten,PRJEB55366,302,12190,2019-03-12
ERR3053379,SAMEA5216155,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,538,1029,
SRR17048912,SAMN16797034,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,263,2048,2017-10-06
SRR17049016,SAMN16797091,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,256,980,2017-10-01
SRR8555081,SAMN10908438,Ecuador,South America,ILLUMINA,Illumina HiSeq 2000,PRJNA486009,295,3107,2015-07-27
ERR4372004,SAMEA7082376,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,278,5038,
ERR6279666,SAMEA8072205,United Kingdom,Europe,ILLUMINA,unspecified,PRJEB43119,300,12036,2019-11-06
ERR7738580,SAMEA4969130,Nepal,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJEB49206,274,32105,
SRR10499621,SAMN13292854,Serbia,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7877,
ERR6618712,SAMEA9561667,Austria,Europe,ILLUMINA,unspecified,PRJEB47061,302,5711,2012-06-01
ERR10077595,SAMEA110645770,Taiwan,Asia,ILLUMINA,HiSeq X Ten,PRJEB55366,302,8017,2019-12-13
SRR15343559,SAMN20566142,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,291,1765,2018-03-01
ERR3053481,SAMEA5216075,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,403,1091,
SRR3313068,SAMN04571688,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA289586,166,3942,2012-06-29
SRR5239744,SAMN06314930,France,Europe,ILLUMINA,NextSeq 500,PRJNA371647,297,5322,
SRR15343471,SAMN20566233,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,289,1831,2018-03-01
DRR070900,SAMD00046782,Thailand,Asia,ILLUMINA,Illumina HiSeq 2500,PRJDB4525,300,13366,2011-02-01
SRR8114126,SAMN09837360,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA289586,231,3893,2014-05-28
SRR17049037,SAMN16797072,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,278,2287,2018-09-29
ERR6634855,SAMEA9561729,Austria,Europe,ILLUMINA,unspecified,PRJEB47061,302,5824,2012-06-01
SRR13060985,SAMN16796155,South Korea,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA678426,302,29885,
ERR7745877,SAMEA4969167,Nepal,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJEB49206,278,30509,
SRR1145895,SAMN01779927,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2000,PRJNA63661,202,587,
SRR15343543,SAMN20566155,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,294,1887,2018-03-01
SRR10499614,SAMN13292792,Poland,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,2386,
ERR4463208,SAMEA7082416,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,268,4659,
SRR5275402,SAMN06328462,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2500,PRJNA373901,250,3878,2014-03-14
